"","subjNum","rxnTime","responses","timedOut","noMemory","Scene.File","Category","CatNum","ImNum","Face.File","Condition","Version","Subject.Repetition"
"2105","107",153791.100000009,"A packed football stadium for Manchester United, with people packed together on almost every seat. The picture for the scene was taken from the nosebleed seats and oversees a vast size of the field, with the players barely being visible to the naked eye. There are people wearing football apparel and face-paint to show their support for their respective teams. The picture was taken sometime in the morning or afternoon, as the sunlight beams down on the stadium and the people. ",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_8.jpg","Baseline",6,9
"5105","107",156790.900000006,"A busy skating ring on a cold, snowy winter day. There are children and parents alike skating on the rink that is being overseen by the red and yellow fairy-lights and cold blue winter sky. Everyone in the image is bundled up with puffy clothing and warm winter wear.",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_9.jpg","Baseline",6,9
"6105","107",189327,"A marshland beng overseen by a bright blue cloudy sky. The water is crystal clear and all of the bright colors stand out due to the camera quality. There isn't a single piece of technology in sight and the image isn't obscured by anything. There is also light brown buckwheat surrounding parts of the marsh, as well as lush grass on the left hand side. \n",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_13.jpg","Baseline",6,9
"6106","109",57062.700000003,"A library full of book shelves with a floor above on top. There were also tables and chairs near them.",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_3.jpg","Baseline",1,10
"5106","109",54678.8000000119,"A street and crosswalk. There was parked cars on the sides of the roads and construction work in the back of the buildings.",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_5.jpg","Baseline",1,10
"2106","109",65886.5,"A big football field with a large arena of people in seats. In the middle of the field there was a set up of white structures. ",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_6.jpg","Baseline",1,10
"3106","109",68118.200000003,"A small lake with brownish water and rocks/mud at the bottom. There were green plants and trees surrounding the body of water and a blue sky.",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_8.jpg","Baseline",1,10
"1106","109",62942.799999997,"A pool area and it was seven or eight feet deep. The water was aqua blue and there was white chairs around the perimeter. ",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_9.jpg","Baseline",1,10
"4106","109",64606.900000006,"An ice skating arena and there were a bunch of kids with several adults helping or skating around.",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_13.jpg","Baseline",1,10
"6107","110",40124.6999999881,"a pool with four columns around it, the columns say 8FT on them and there are cream colored chaise lounges on the opposite side of the pool deck\n",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_3.jpg","Competitive",1,10
"5107","110",42438.200000003,"a pool with lots of large windows above it, the window panes run in perpendicular patterns, the sky is light blue and there are two palm trees on the other side of the window",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_5.jpg","Competitive",1,10
"4107","110",39790.599999994,"another pool, no rounded corners, all the walls in the room are stark white and there are blue and black loungers on the pool deck. also a swirly metal decoration on the left wall",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_6.jpg","Competitive",1,10
"2107","110",38094.799999997,"a pool with two square paintings on the opposite wall, the ceiling has triangular beams and wood ceiling. there is a plant on the right side of the image",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_8.jpg","Competitive",1,10
"1107","110",37422.799999997,"a pool, there are five potted plants on the opposite side of the pool deck. thick pipes on the ceiling underneath a row of windows that look out to some trees/greenery",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_9.jpg","Competitive",1,10
"3107","110",20662.6000000089,"a dark blue pool in a room with lots of windows. the outside of the windows is lots of dark green foliage ",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_13.jpg","Competitive",1,10
"4108","111",66438.799999997,"a big indoor swimming pool, walls had white detailing and there was palm trees and a clear sky in the back. ",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_3.jpg","Baseline",2,10
"1108","111",39206.200000003,"a busy road downtown with high buildings, someone about to cross the road, and a car approaching.",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_5.jpg","Baseline",2,10
"6108","111",63990.6000000089,"a soccer match in a stadium where one team wore blue and the other wore white.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_6.jpg","Baseline",2,10
"3108","111",56494.8999999911,"a big library with two floors and a red fence around the second floor ",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_8.jpg","Baseline",2,10
"5108","111",51622.700000003,"an iceskating rink and there was a child on the floor and two men skating on the right.",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_9.jpg","Baseline",2,10
"2108","111",25078.8000000119,"a body of water surrounded by greenery and a clear blue sky",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_13.jpg","Baseline",2,10
"6109","112",220518.700000003,"An old, ornate library with two floors. The second floor is a balcony with a metal railing. The books appear to be old and the structures of the library are made up of a dark orange wood with ornate details. There is a door towards the back which also has ornate details on and around it. The floor has a geometric pattern and appears to be either brick or wood. The floor is open and there are some chairs to the side by each column. The ceiling is somewhat domed shaped and has a detailed painting all over it.",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_3.jpg","Competitive",2,10
"4109","112",151046,"A fairly modern library. There are large windows and you can faintly see a coniferous tree outside. The outside is also cloudy. In the foreground there are tables and on the back wall there is a board with some posters tacked up. There are several rows of tall wooden bookshelves towards the back and they have signs labelling them on the side. The ceiling has a wave-shaped wooden design with lights hanging from it that look like three concentric circles.",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_5.jpg","Competitive",2,10
"5109","112",106646.699999988,"a dark, old library. Towards the back of the image there is a detailed painting in a half-dome shaped area. Beneath the painting is a clock surrounded by an ornate wooden frame. The library has a second level with a railing. The foreground of the image shows several tables with lamps that look like domes and white fans.",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_6.jpg","Competitive",2,10
"3109","112",138190.799999997,"a library with a black wrought-iron railing on the second floor, which is visible on both sides. The image is dark and the floor and wooden structures have a greenish tint to them. The first floor is lined with tables with chairs surrounding them. The sides of the image show tall bookshelves filled with mostly dark colored books and with ladders along side them.",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_8.jpg","Competitive",2,10
"1109","112",157214.799999997,"a bright library with lots of colorful books. The second floor is a balcony that wraps around the library and has a railing that is bright red. There are bookshelves all along the wall of the second floor, and there are rows of shelves on the first floor. The ceiling is curved, then features domed skylights of paneled glass and lamps hanging down.",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_9.jpg","Competitive",2,10
"2109","112",181926.799999997,"a corner of a library. The image focused on several desks surrounded by short bookshelves. The tables, chairs, the top of the bookshelves, and a column behind the bookshelves are all the same red tinted wood. There is a white separator on the desk, with one chair on each side of it. The bookshelf on the right has a book on a white stand facing away from the camera. The side of the bookshelves visible to the camera feature magazines in plastic covers, with a blue covering on the spines. The library appears fairly modern.",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_13.jpg","Competitive",2,10
"2110","113",176430.599999994,"Many people are iceskating. They are wearing colorful warm clothes. ",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_3.jpg","Baseline",3,10
"5110","113",95149.599999994,"A really green tropical landscape with a cristal clear lake where the trees reflect on.",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_5.jpg","Baseline",3,10
"4110","113",80662.3999999911,"A library with books, wooden chairs and tables, and white bookshelves. ",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_6.jpg","Baseline",3,10
"6110","113",44254.400000006,"A city with a red bus. It also has big buildings and signs everywhere.",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_8.jpg","Baseline",3,10
"1110","113",110198.399999991,"A big stadium with supporters of a football team. It has a big green field. And the sky is pink decorated with the clouds.",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_9.jpg","Baseline",3,10
"3110","113",100454.700000003,"A big pool with the water looking real blue. There are white chairs and blue pillows. Also, there are white walls. ",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_13.jpg","Baseline",3,10
"6111","114",225962.100000001,"two adult men standing on the right side of the image. One kid was on the floor. there weren't too many people.",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_3.jpg","Competitive",3,10
"5111","114",124222.800000004,"two rows of orange chairs on the left side. there are people ice skating on the right side which is more zoomed out.",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_5.jpg","Competitive",3,10
"2111","114",89974.700000003,"mostly children ice skating. the kid that was in the center was wearing a blue jacket and there was one on the left wearing a pink jacket.",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_6.jpg","Competitive",3,10
"4111","114",90126.8000000045,"people ice skating which is outside. there were lit up trees in the background.",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_8.jpg","Competitive",3,10
"3111","114",92718.700000003,"children ice skating while some were holding red and blue stools to support them. there was one person on the right wearing a yellow jacket.",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_9.jpg","Competitive",3,10
"1111","114",64174.900000006,"teenagers and adults ice skating and holding on to each other. there was like a score board behind them.",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_13.jpg","Competitive",3,10
